question_id,question_text,is_multi_answer,choice_1_text,choice_1_is_correct,choice_2_text,choice_2_is_correct,choice_3_text,choice_3_is_correct,choice_4_text,choice_4_is_correct,choice_5_text,choice_5_is_correct,choice_6_text,choice_6_is_correct,explanation,reference_links,tags,last_reviewed
DOP-C02-Q167,"ある企業は、AWS Organizations 内の組織を使用して AWS アカウントを管理しています。この企業の自動化アカウントには、新しい AWS アカウントを作成および設定する CI/CD パイプラインが含まれています。

この企業には、組織内のアカウントにサービスを提供する社内サービスチームのグループがあり、これらのサービスチームは複数のサービスアカウントから業務を遂行しています。サービスチームは、CreateAccount API 呼び出しによって新しいアカウントが作成された際に、各サービスアカウントで AWS CloudTrail イベントを受信したいと考えています。

この CloudTrail イベントをサービスアカウントと共有するにはどうすればよいでしょうか？",FALSE,自動化アカウントで Amazon EventBridge ルールを作成し、アカウント作成イベントをサービスアカウントのデフォルトイベントバスに送信します。サービスアカウントのデフォルトイベントバスを更新し、自動化アカウントからのイベントを許可します。,TRUE,サービスアカウントにカスタム Amazon EventBridge イベントバスを作成します。カスタムイベントバスを更新して、自動化アカウントからのイベントを許可します。サービスアカウントに、自動化アカウントからの CloudTrail イベントを直接リッスンする EventBridge ルールを作成します。,FALSE,自動化アカウントとサービスアカウントにカスタム Amazon EventBridge イベントバスを作成します。自動化アカウントとサービスアカウントにあるカスタムイベントバスを接続する EventBridge ルールとポリシーを作成します。,FALSE,自動化アカウントにカスタム Amazon EventBridge イベントバスを作成します。カスタムイベントバスをサービスアカウントのデフォルトイベントバスに接続する EventBridge ルールとポリシーを作成します。,FALSE,,,,,"A

送信側（自動化アカウント）：CreateAccount を検知する EventBridge ルールを作成し、ターゲットに各サービスアカウントの “デフォルトイベントバス” を指定してクロスアカウント配信。

受信側（サービスアカウント）：デフォルトイベントバスのリソースポリシーで、自動化アカウントからの events:PutEvents を許可。必要なら受信側でルールを作り、通知や後続処理へ。

→ EventBridge の推奨パターン（送信側ルール＋受信側バスポリシー）で、追加のカスタムバス作成は不要。",,,2025-11-21
DOP-C02-Q168,"DevOps エンジニアが Amazon Simple Queue Service (Amazon SQS) の標準キューを使用するソリューションを構築しています。このソリューションには、AWS Lambda 関数と Amazon DynamoDB テーブルも含まれています。Lambda 関数は SQS キューイベントソースからコンテンツを取得し、DynamoDB テーブルに書き込みます。

このソリューションは、Lambda のスケーラビリティを最大限に高め、正常に処理された SQS メッセージが複数回処理されるのを防ぐ必要があります。

これらの要件を満たすソリューションはどれでしょうか？",FALSE,Lambda 関数のイベント ソース マッピングを構成するときに、バッチ ウィンドウを 1 秒に減らします。,FALSE,Lambda 関数のイベント ソース マッピングを構成するときに、バッチ サイズを 1 に減らします。,FALSE,Lambda 関数のイベント ソース マッピングの FunctionResponseTypes リストに ReportBatchItemFailures 値を含めます。,TRUE,Lambda 関数の呼び出しスロットリングを考慮して、Lambda 関数のイベント ソース マッピングでキューの可視性タイムアウトを設定します。,FALSE,,,,,"✅ 正解：C

💡 シンプル解説

目的①：Lambda のスケーラビリティ最大化
→ SQS 標準キュー＋Lambda は自動スケールするので特別な設定不要。

目的②：重複処理の防止（正常処理済みメッセージの再処理防止）
→ デフォルトでは「バッチ内の1件でも失敗するとバッチ全体が再試行」され、
成功したメッセージまで再処理されるリスクあり。

➡ FunctionResponseTypes に ReportBatchItemFailures を指定すると、
Lambda が失敗した個別メッセージのみ再試行対象にできる。

✅ つまり：
""FunctionResponseTypes"": [""ReportBatchItemFailures""]

を設定すれば、
スケーラビリティは維持
重複再処理を最小化
正常メッセージの再実行なし

❌ 他の選択肢の問題点
Aバッチウィンドウ短縮はスループット調整で、重複防止には無関係。Bバッチサイズ1は再処理を防げるが、スケーラビリティが大幅に低下。D可視性タイムアウトは再試行タイミング制御用で、重複防止にはならない。

✅ 結論：C — ReportBatchItemFailures を設定して部分失敗時の再試行を限定するのが最適。",,,2025-11-21
DOP-C02-Q169,"ある企業が、様々なアプリケーションをデプロイするために使用する新しいAWSアカウントを保有しています。チームは、アプリケーション固有の用途とAWS CloudTrailのログ保存のために、多数のAmazon S3バケットを作成します。このアカウントではAmazon Macieが有効化されています。DevOps

エンジニアは、アカウントの機能を損なうことなく、Macieのコストを最適化する必要があります。

これらの要件を満たすソリューションはどれですか？（2つ選択してください。）",TRUE,CloudTrail ログを含む S3 バケットを自動検出から除外します。,TRUE,パブリック読み取りアクセス権を持つ S3 バケットを自動検出から除外します。,FALSE,アカウント内のすべての S3 バケットに対して、毎日スケジュールされた検出ジョブを設定します,FALSE,最後に変更された基準に基づいて S3 オブジェクトを含めるように検出ジョブを設定します。,TRUE,本番環境専用としてタグ付けされた S3 オブジェクトを含めるように検出ジョブを設定します。,FALSE,,,"A と D

A：CloudTrail ログ用バケットは機械可読な監査ログで、機密データ検出の価値が低くスキャンコストだけ嵩むため、自動検出から除外してコスト最適化。

D：検出ジョブを「最終更新日時」でスコープすると、変更のあったオブジェクトだけを対象にでき、必要な検知精度を保ちつつ走査量を削減。

不採用

B：公開読み取り可能なバケットはむしろリスク高、除外は機能低下。

C：全バケットを毎日走査はコスト増。

E：本番タグだけに限定すると他環境の漏えいリスクを見落とす恐れ。",,,2025-11-21
DOP-C02-Q170,"ある企業は、AWS Organizations 内の組織を使用して AWS アカウントを管理しています。この企業は最近、スタンドアロンの AWS アカウントを持つ別の企業を買収しました。買収企業の DevOps チームは、両社の AWS アカウントの管理を統合し、アカウントに対する完全な管理権限を維持する必要があります。また、DevOps チームは、セキュリティ体制を実装および維持するために、すべてのアカウントの検出結果を収集してグループ化する必要もあります。

これらの要件を満たすために、DevOps チームはどのような手順の組み合わせを実行する必要がありますか？（2 つ選択してください。）",TRUE,買収した企業のAWSアカウントを組織に招待します。完全な管理者権限を持つSCPを作成し、管理アカウントにアタッチします。,FALSE,買収した会社のAWSアカウントを組織に招待します。招待したアカウントにOrganizationAccountAccessRole IAMロールを作成します。管理アカウントにこのロールを引き受ける権限を付与します。,TRUE,AWS Security Hub を使用して、すべてのアカウントの検出結果を収集し、グループ化します。Security Hub を使用すると、組織に新しいアカウントが追加されると、自動的に検出されます。,TRUE,AWS Firewall Manager を使用して、すべてのアカウントの検出結果を収集およびグループ化します。組織ですべての機能を有効にします。組織内のアカウントを Firewall Manager の委任管理者アカウントとして指定します。,FALSE,Amazon Inspector を使用して、すべてのアカウントの検出結果を収集し、グループ化します。組織内のアカウントを Amazon Inspector の委任管理者アカウントとして指定します。,FALSE,,,"✅ 正解：B と C

💡 理由

B — 買収したアカウントを組織に招待し、アクセスロールを設定

スタンドアロンのAWSアカウントは、Organizationsへの招待・参加が必要。

招待後、自動では OrganizationAccountAccessRole が存在しないため、
→ 手動で作成し、管理アカウントがAssumeRoleできるようにすることで
完全な管理権限を維持できる。

C — Security Hub で全アカウントの検出結果を統合

Security Hub は AWS Organizations と統合可能。

管理アカウントを Security Hub の 委任管理者に指定することで、
すべてのメンバーアカウントの検出結果を自動的に集約・グループ化できる。

新しいアカウントが追加されても 自動検出・有効化 される。

❌ 他の選択肢の問題点
ASCP はアクセス制御ポリシーであり、「管理権限付与」はできない。DFirewall Manager はセキュリティポリシー適用ツールであり、検出結果の集約には不向き。EAmazon Inspector は脆弱性スキャン用で、Security Hub ほど全体的な検出統合機能を提供しない。

✅ 結論：
B：アカウント統合と管理権限確保
C：Security Hub で全アカウントのセキュリティ検出結果を集中管理",,,2025-11-21
DOP-C02-Q171,"ある企業にはアプリケーションとCI/CDパイプラインがあります。CI/CDパイプラインは、AWS CodePipelineパイプラインとAWS CodeBuildプロジェクトで構成されています。CodeBuildプロジェクトは、ビルドプロセスの一環としてアプリケーションに対してテストを実行し、テストレポートを出力します。企業はテストレポートを90日間保管する必要があります。

これらの要件を満たすソリューションはどれでしょうか？",FALSE,CodePipelineパイプラインに、CodeBuildプロジェクトを含むステージの後に新しいステージを追加します。レポートを保存するためのAmazon S3バケットを作成します。新しいCodePipelineステージで、レポートの適切なパスと形式を指定して、S3デプロイアクションタイプを設定します。,FALSE,CodeBuild プロジェクトのビルドスペックファイルに、レポートの適切なパスと形式を指定してレポートグループを追加します。レポートを保存するための Amazon S3 バケットを作成します。ビルド完了時にレポートを S3 バケットにコピーする AWS Lambda 関数を呼び出す Amazon EventBridge ルールを設定します。90 日後にオブジェクトを期限切れにする S3 ライフサイクルルールを作成します。,FALSE,CodePipelineパイプラインに新しいステージを追加します。適切なパスとレポート形式を指定して、テストアクションタイプを設定します。CodeBuildプロジェクトのbuildspecファイルで、レポートの有効期限を90日間に設定します。,FALSE,CodeBuild プロジェクトのビルドスペックファイルに、レポートの適切なパスと形式を指定してレポートグループを追加します。レポートを保存するための Amazon S3 バケットを作成します。CodeBuild プロジェクトのビルドスペックファイルで、レポートグループをアーティファクトとして設定します。アーティファクトの保存先として S3 バケットを設定します。オブジェクトの有効期限を 90 日に設定します。,TRUE,,,,,"答え：D

要件を満たすには、CodeBuild の「テストレポート機能（レポートグループ）」と S3 のライフサイクル管理を素直に使うのが一番シンプルです。

D が正解な理由
D. CodeBuild プロジェクトのビルドスペックファイルに、レポートの適切なパスと形式を指定してレポートグループを追加します。レポートを保存するための Amazon S3 バケットを作成します。CodeBuild プロジェクトのビルドスペックファイルで、レポートグループをアーティファクトとして設定します。アーティファクトの保存先として S3 バケットを設定します。オブジェクトの有効期限を 90 日に設定します。

この流れだと：

buildspec.yml でレポートグループを定義
reports: セクションで、
テストレポートのパス（JUnit XML など）
形式（JUnit, Cucumber 等）
を指定。

S3 バケットにレポートを保存するよう設定
CodeBuild アーティファクトの出力先を S3 にすることで
テストレポートが S3 に保存される。
S3 のライフサイクルルールで 90 日後に自動削除
バケット/プレフィックスに対して「有効期限 90 日」を設定すれば
テストレポートは自動で 90 日保存 → その後削除。
→ これで「テストレポートを 90 日間保管する」要件を 最小構成で 満たせます。

他の選択肢が微妙なポイント
A：
CodePipeline に S3 デプロイアクションを追加する案だけど、
テストレポートは CodeBuild 側で自然に扱えるのに、
わざわざ CodePipeline に別ステージを足して転送するのは冗長。
B：
CodeBuild レポートグループ＋S3 までは良いが、
そこからさらに EventBridge で Lambda を起動してコピー というのは完全にオーバーエンジニアリング。
単にアーティファクトを S3 に直接置いてライフサイクル管理すれば良い。
C：
CodePipeline の「テストアクションタイプ」と buildspec 内で「レポートの有効期限を 90 日に設定」とあるが、
CodeBuild のレポート有効期限を buildspec 側だけで 90 日に設定する、というような仕様はなく、
実際の保持期間の制御は S3 ライフサイクル等で行うのが一般的。

なので、要件とシンプルさの観点から、正解は D です。",,,2025-11-21
DOP-C02-Q172,"ある企業は、Amazon API Gateway のリージョン REST API を使用してアプリケーション API をホストしています。REST API にはカスタムドメインがあり、REST API のデフォルトエンドポイントは無効化されています。この API は社内のチームによって使用されています。この企業は、認証レイヤーの追加として、API と社内チーム間の相互 TLS を使用したいと考えています。

これらの要件を満たす手順の組み合わせはどれですか（2 つ選択してください）。",TRUE,AWS Certificate Manager (ACM) を使用してプライベート認証局 (CA) を作成します。プライベート CA によって署名されたクライアント証明書をプロビジョニングします。,TRUE,パブリック証明機関 (CA) によって署名されたクライアント証明書をプロビジョニングします。証明書を AWS Certificate Manager (ACM) にインポートします。,FALSE,プロビジョニングしたクライアント証明書をAmazon S3バケットにアップロードします。S3バケットに保存されているクライアント証明書を信頼ストアとして使用するように、API Gatewayの相互TLSを設定します。,FALSE,プロビジョニングされたクライアント証明書の秘密鍵をAmazon S3バケットにアップロードします。S3バケットに保存されている秘密鍵を信頼ストアとして使用するように、API Gatewayの相互TLSを設定します。,FALSE,ルートプライベート証明機関（CA）証明書をAmazon S3バケットにアップロードします。S3バケットに保存されているプラ​​イベートCA証明書を信頼ストアとして使用するように、API Gatewayの相互TLSを設定します。,TRUE,,,"✅ 正解：A と E

💡 シンプル解説
要件：
API Gateway（カスタムドメイン付き・デフォルトエンドポイント無効）でクライアント証明書による相互TLS認証を実装したい。

✅ 正しい手順の流れ
A：
AWS Certificate Manager Private CA (ACM PCA) で プライベートCA を作成。
そのCAで署名した クライアント証明書 を発行し、社内チームに配布。
これがクライアント認証に使われる。
E：
プライベートCAの ルートCA証明書（信頼チェーンの最上位） を
Amazon S3バケットにアップロード。

API Gateway の相互TLS設定で そのS3バケットを信頼ストアとして指定。

これにより API Gateway は、接続してくるクライアント証明書が
自社CAで署名されたものかを検証できる。

❌ 他の選択肢の問題点
BパブリックCA署名証明書は内部用途の相互TLSには不向き。自社CAで制御すべき。C信頼ストアに置くのはCA証明書であり、クライアント証明書ではない。D秘密鍵をS3に置くのは危険かつ誤り。API Gatewayは秘密鍵を扱わない。

✅ 結論：
A（社内用プライベートCAでクライアント証明書を発行）
＋
E（ルートCA証明書をS3信頼ストアとしてAPI Gatewayに設定）
＝ 相互TLS認証を安全かつ正しく実現。",,,2025-11-21
DOP-C02-Q173,ある企業は、AWS Directory Service for Microsoft Active Directory をアイデンティティプロバイダー (IdP) として使用しています。この企業では、すべてのインフラストラクチャを AWS CloudFormation で定義およびデプロイする必要があります。DevOps エンジニアは、アプリケーションをホストするために、Windows ベースの Amazon EC2 インスタンス群を作成する必要があります。DevOps エンジニアは、EC2 起動テンプレート、IAM ロール、EC2 セキュリティグループ、EC2 Auto Scaling グループを含む CloudFormation テンプレートを作成しました。DevOps エンジニアは、すべての EC2 インスタンスを AWS Managed Microsoft AD ディレクトリのドメインに結合するソリューションを実装する必要があります。 これらの要件を最も効率的に満たすソリューションはどれでしょうか？,FALSE,CloudFormation テンプレートで、既存のディレクトリのパラメータを使用して EC2 インスタンスを AWS Managed Microsoft AD ドメインに参加させる AWS::SSM::Document リソースを作成します。新しい SSM ドキュメントを使用するには、起動テンプレートを更新して SSMAssociation プロパティを追加します。EC2 インスタンスが使用する IAM ロールに、AmazonSSMManagedInstanceCore および AmazonSSMDirectoryServiceAccess の AWS 管理ポリシーをアタッチします。,FALSE,CloudFormation テンプレートで、起動テンプレートを更新し、起動時に伝播する特定のタグを追加します。AWS::SSM::Association リソースを作成し、AWS-JoinDirectoryServiceDomain Automation ランブックを、指定されたタグを持つ EC2 インスタンスに関連付けます。AWS Managed Microsoft AD ディレクトリに参加するために必要なパラメータを定義します。EC2 インスタンスが使用する IAM ロールに、AmazonSSMManagedInstanceCore および AmazonSSMDirectoryServiceAccess AWS 管理ポリシーをアタッチします。,TRUE,既存の AWS Managed Microsoft AD ドメイン接続の詳細を AWS Secrets Manager に保存します。CloudFormation テンプレートで AWS::SSM::Association リソースを作成し、AWS-CreateManagedWindowsInstanceWithApproval Automation Runbook を EC2 Auto Scaling グループに関連付けます。Secrets Manager からパラメータの ARN を渡してドメインに参加させます。EC2 インスタンスが使用する IAM ロールに、AmazonSSMDirectoryServiceAccess および SecretsManagerReadWrite の AWS 管理ポリシーをアタッチします。,FALSE,既存の AWS Managed Microsoft AD ドメイン管理者の認証情報を AWS Secrets Manager に保存します。CloudFormation テンプレートで、EC2 起動テンプレートを更新し、ユーザーデータを追加します。ユーザーデータを設定して、Secrets Manager から管理者の認証情報を取得し、AWS Managed Microsoft AD ドメインに参加できるようにします。EC2 インスタンスが使用する IAM ロールに、AmazonSSMManagedInstanceCore および SecretsManagerReadWrite の AWS 管理ポリシーをアタッチします。,FALSE,,,,,"B

CloudFormationで AWS::SSM::Association を作成し、AWS-JoinDirectoryServiceDomain（SSM Automation ランブック）をタグで対象指定したEC2に関連付けて 自動ドメイン参加。

インスタンスの IAM ロールには AmazonSSMManagedInstanceCore と AmazonSSMDirectoryServiceAccess を付与。

起動テンプレートでタグを伝播させれば、ASGで増減するインスタンスにも自動適用され、最小構成で安全・再現性高く要件を満たします。

他案:

A: CloudFormationの起動テンプレートに SSMAssociation というプロパティは存在せず不適。

C/D: Secrets を使った独自実装は複雑/リスク増で、Managed AD 向けの標準ランブックを使う方が効率的。",,,2025-11-21
DOP-C02-Q174,"ある会社では、AWS Organizations を使用して AWS アカウントを管理しています。この会社には、子 OU を持つルート OU があります。ルート OU には、すべてのリソースに対するすべてのアクションを許可する SCP があります。子 OU には、Amazon DynamoDB と AWS Lambda のすべてのアクションを許可し、その他のすべてのアクションを拒否する SCP があります。

この会社には、子 OU に vendor-data という名前の AWS アカウントがあります。DevOps エンジニアには、vendor-data アカウントの管理者アクセス IAM ポリシーにアタッチされた IAM ユーザーがいます。DevOps エンジニアは、vendor-data アカウントで Amazon EC2 インスタンスを起動しようとしましたが、アクセス拒否エラーを受け取りました。DevOps

エンジニアは、vendor-data アカウントで EC2 インスタンスを起動するためにどのような変更を加える必要がありますか?",FALSE,AmazonEC2FullAccess IAM ポリシーを IAM ユーザーにアタッチします。,FALSE,Amazon EC2 のすべてのアクションを許可する新しい SCP を作成します。この SCP を vendor-data アカウントにアタッチします。,FALSE,子 OU の SCP を更新して、Amazon EC2 のすべてのアクションを許可します。,TRUE,Amazon EC2 のすべてのアクションを許可する新しい SCP を作成します。この SCP をルート OU にアタッチします。,FALSE,,,,,"C

子OUのSCPが「DynamoDB と Lambda だけ許可（= それ以外は不許可）」になっているため、IAMで管理者権限があってもEC2は起動できません。
SCPは“適用される全SCPの交差（AND）”で評価されるので、vendor-dataアカウントに個別SCPを足しても、子OUの制限によりEC2は依然禁止のままです。
→ 子OUのSCPに EC2 アクション許可を追加するのが正解。",,,2025-11-21
DOP-C02-Q175,"ある企業のセキュリティポリシーでは、本番環境でセキュリティ強化されたAMIを使用することが義務付けられています。DevOpsエンジニアは、EC2 Image Builderを使用して、AMIを定期的にビルドするパイプラインを作成しました。DevOps

エンジニアは、会社のAuto Scalingグループの起動テンプレートを更新する必要があります。Auto Scalingグループは、Amazon EC2インスタンスの起動時に最新のAMIを使用する必要があります。

これらの要件を最も効率的に満たすソリューションはどれでしょうか？",FALSE,Amazon EventBridge ルールを設定して、Image Builder から新しい AMI イベントを受信します。AWS Systems Manager の Run Command ドキュメントをターゲットとして設定し、Auto Scaling グループの起動テンプレートを最新の AMI ID で更新します。,FALSE,Amazon EventBridge ルールを設定して、Image Builder から新しい AMI イベントを受信します。Auto Scaling グループの起動テンプレートを最新の AMI ID で更新する AWS Lambda 関数をターゲットにします。,FALSE,AMI ID として AWS Systems Manager パラメータストアの値を使用するように起動テンプレートを設定します。Image Builder パイプラインを設定して、パラメータストアの値を最新の AMI ID に更新します。,FALSE,起動テンプレートを最新の AMI で更新するように Image Builder の配布設定を構成します。起動テンプレートの最新バージョンを使用するように Auto Scaling グループを構成します。,TRUE,,,,,"D.
Image Builderの配布設定で「起動テンプレートのAMIを更新」させ、Auto Scaling グループは起動テンプレートの $Latest バージョンを参照するようにしておけば、ビルド完了ごとにAMIが自動反映されます。追加のLambdaやRun Commandの運用が不要で、最もシンプルかつ運用効率が高いです。

A: Run Commandはインスタンス対象の実行で、起動テンプレート更新には不向き。余計な運用が増える。

B: Lambdaでの更新は可能だが、コード・権限・監視など保守コストが増える。

C: Parameter Store経由は一部ワークフローで有効だが、起動テンプレートがAMIを直接SSM参照する運用は限定的で、Image Builderとの連携も追加実装が必要。",,,2025-11-21
DOP-C02-Q176,"ある会社が AWS Lambda 関数に Amazon S3 イベントソースを設定しました。特定の S3 バケットで新しいオブジェクトが作成される、または既存のオブジェクトが変更されるたびに、Lambda 関数を実行する必要があります。Lambda 関数は、受信イベントの S3 バケット名と S3 オブジェクトキーを使用して、作成または変更された S3 オブジェクトの内容を読み取ります。Lambda 関数は内容を解析し、解析した内容を Amazon DynamoDB テーブルに保存します。Lambda

関数の実行ロールには、S3 バケットからの読み取りと DynamoDB テーブルへの書き込みの権限があります。テスト中に、DevOps エンジニアは、S3 バケットにオブジェクトが追加されたとき、または既存のオブジェクトが変更されたときに Lambda 関数が実行されないことを発見しました。
この問題を解決するには、どのソリューションが適していますか？",FALSE,Lambda 関数のメモリを増やして、関数が S3 バケットから大きなファイルを処理できるようにします。,FALSE,Lambda 関数にリソースポリシーを作成し、Amazon S3 に S3 バケットの Lambda 関数を呼び出す権限を付与します。,TRUE,Lambda 関数の OnFailure 宛先として Amazon Simple Queue Service (Amazon SQS) キューを設定します。,FALSE,Lambda 関数の /tmp フォルダーにスペースをプロビジョニングして、関数が S3 バケットから大きなファイルを処理できるようにします。,FALSE,,,,,"B.
S3 からのイベントで Lambda を起動させるには、Lambda 関数側のリソースベースポリシーで「S3 がこの関数を呼び出せる権限（lambda:AddPermission で Principal: s3.amazonaws.com）」を付与しておく必要があります。これがないと、S3 に通知設定があっても呼び出し自体がブロックされ、関数は実行されません。

A/D: 実行時の容量・一時領域は「起動しない」問題の原因ではない。
C: 失敗時の宛先設定は「呼び出し後の失敗」対策であり、今回の「呼び出されない」症状の解決にはならない。",,,2025-11-21
DOP-C02-Q177,"ある企業が重要なアプリケーションを 2 つの AWS リージョンにデプロイしました。アプリケーションは、両方のリージョンで Application Load Balancer (ALB) を使用しています。両方の ALB に Amazon Route 53 エイリアス DNS レコードが設定されています。

また、Amazon Route 53 Application Recovery Controller を使用して、アプリケーションが 2 つのリージョン間でフェイルオーバーできるようにします。Route 53 ARC 設定には、両方のリージョンのルーティング制御が含まれています。同社は、Route 53 ARC を使用して四半期ごとの災害復旧 (DR) テストを実行しています。

最新の DR テスト中に、DevOps エンジニアが誤って両方のルーティング制御をオフにしてしまいました。同社は、少なくとも 1 つのルーティング制御が常にオンになっていることを確認する必要があります。

これらの要件を満たすソリューションはどれですか。",FALSE,Route 53 ARCで、新しいアサーションセーフティルールを作成します。このアサーションセーフティルールを2つのルーティングコントロールに適用します。ルールはATLEASTタイプ、しきい値は1に設定します。,TRUE,Route 53 ARCで、新しいゲーティング安全ルールを作成します。アサーション安全ルールを2つのルーティング制御に適用します。ルールはORタイプ、しきい値は1に設定します。,FALSE,Route 53 ARC で新しいリソースセットを作成します。AWS::Route53::HealthCheck リソースタイプを使用してリソースセットを設定します。2 つのルーティング制御の ARN をターゲットリソースとして指定します。リソースセットの新しい準備状況チェックを作成します。,FALSE,Route 53 ARC で新しいリソースセットを作成します。AWS::Route53RecoveryReadiness::DNSTargetResource リソースタイプを使用してリソースセットを設定します。2 つの Route 53 エイリアス DNS レコードのドメイン名をターゲットリソースとして追加します。リソースセットの新しい準備状況チェックを作成します。,FALSE,,,,,"A.
Route 53 ARC のアサーションセーフティルールで ATLEAST=1 を設定すれば、同一セル(今回の2つのルーティング制御)のうち常に少なくとも1つは ONであることを強制できます。これにより、DRテスト中でも両方を同時にOFFにする操作が拒否されます。

B: ゲーティングルールは「特定のスイッチがONでないと他を変更できない」という承認フロー用途。今回の「同時OFF防止」はアサーションが適切。

C/D: Readinessチェック/リソースセットは可用性の事前検証用で、実運用の切替操作に対する同時OFFの防止には直接効きません。",,,2025-11-21
DOP-C02-Q178,"あるヘルスケアサービス企業は、患者の健康状態をモニタリングするアプリケーションのソフトウェアライセンス費用の増大を懸念しています。同社は、アプリケーションがAmazon EC2 Dedicated Hosts上でのみ実行されていることを確認するための監査プロセスを構築したいと考えています。DevOpsエンジニアは、コンプライアンスを確保するためにアプリケーションを監査するためのワークフローを作成する必要があります。

管理オーバーヘッドを最小限に抑えながらこの要件を満たすには、エンジニアはどのような手順を踏むべきでしょうか？",FALSE,AWS Systems Manager の設定コンプライアンスを使用します。put-compliance-items API アクションを呼び出して、ホスト配置設定に基づいて、コンプライアンス違反の EC2 インスタンスをスキャンし、データベースを構築します。これらのインスタンス ID を Amazon DynamoDB テーブルに保存することで、高速アクセスが可能になります。Systems Manager で list-compliance-summaries API アクションを呼び出すことで、レポートを生成できます。,FALSE,EC2 インスタンス上で実行されるカスタム Java コードを使用します。チェック対象のインスタンス数に応じて、インスタンスに EC2 Auto Scaling を設定します。非準拠の EC2 インスタンス ID のリストを Amazon SQS キューに送信します。SQS キューから取得したインスタンス ID を処理し、Amazon DynamoD に書き込むための別のワーカーインスタンスを設定します。キューから取得した非準拠のインスタンス ID を AWS Lambda 関数で終了し、Amazon SNS のメールトピックに送信して配布します。,FALSE,AWS Config を使用します。リージョン内のすべての Amazon EC2 リソースで Config Recording を有効にすることで、監査対象のすべての EC2 インスタンスを特定します。「config-rule-change -triggered」ブループリントを使用して、AWS Lambda 関数をトリガーするカスタム AWS Config ルールを作成します。Lambda 関数の evaluateCompliance() を変更し、ホストの配置を検証して、インスタンスが EC2 専用ホストで実行されていない場合に NON_COMPLIANT の結果を返すようにします。AWS Config レポートを使用して、非準拠インスタンスに対処します。,TRUE,AWS CloudTrail を使用します。EC2 RunCommand API アクションへのすべての呼び出しを分析し、監査対象のすべての EC2 インスタンスを特定します。インスタンスのホスト配置を分析する AWS Lambda 関数を呼び出します。非準拠リソースの EC2 インスタンス ID を Amazon RDS for MySQL DB インスタンスに保存します。RDS インスタンスに対してクエリを実行し、クエリ結果を CSV テキストファイルにエクスポートすることでレポートを生成します。,FALSE,,,,,"C.
最小の運用負荷で継続的に監査するなら AWS Config + カスタムルールが最適です。
ConfigでEC2リソースの変更を記録し、カスタムルール（Lambda）で各インスタンスの**ホスト配置（tenancy/HostId）**を評価して、Dedicated Host上でない場合に NON_COMPLIANT を返します。結果はConfigのコンプライアンスレポートで一元可視化・通知でき、スケーラブルかつ追加の常時稼働リソースが不要です。

A: Systems Managerの設定コンプライアンスは自己申告型で実装が煩雑。

B: 自前ワーカー／SQS／DynamoDBで過剰設計。

D: CloudTrailのAPIログからは網羅的・継続的な配置評価に不向き。",,,2025-11-21
DOP-C02-Q179,"DevOpsエンジニアは、Rubyベースのアプリケーションを本番環境にデプロイする計画を立てています。このアプリケーションはAmazon RDS for MySQLデータベースと連携する必要があり、自動スケーリングと高可用性が求められます。データベースに保存されるデータは重要であり、アプリケーションスタックの状態に関係なく保持される必要があります。DevOps

エンジニアは、自動ロールバック機能を備えたアプリケーションの自動デプロイ戦略を構築する必要があります。また、デプロイが失敗した場合にアプリケーションチームに通知するソリューションも必要です。

これらの要件を満たす手順の組み合わせはどれですか？（3つ選択してください。）",TRUE,アプリケーションをAWS Elastic Beanstalkにデプロイします。Elastic Beanstalkの設定の一部として、Amazon RDS for MySQL DBインスタンスをデプロイします。,FALSE,アプリケーションをAWS Elastic Beanstalkにデプロイします。Elastic Beanstalkの外部に、別のAmazon RDS for MySQL DBインスタンスをデプロイします。,TRUE,AWS Elastic Beanstalk 設定で、アプリケーションチームに通知する通知メールアドレスを設定します。,TRUE,AWS Health イベントを監視するための Amazon EventBridge ルールを設定します。Amazon Simple Notification Service (Amazon SNS) トピックをターゲットとして使用し、アプリケーションチームにアラートを送信します。,FALSE,不変のデプロイメント方法を使用して、新しいアプリケーション バージョンをデプロイします。,TRUE,ローリング展開方式を使用して、新しいアプリケーション バージョンを展開します。,FALSE,"正解は： B、C、E です ✅

💡 理由
B. Elastic Beanstalk 外部に RDS を構築

Elastic Beanstalk に組み込みRDSを使うと、環境削除時にDBも削除されてしまいます。

「アプリケーションスタックの状態に関係なくデータを保持」するには、RDSを外部で独立管理する必要があります。

C. Elastic Beanstalk 通知設定

Elastic Beanstalk の環境設定に通知メールアドレス (SNS経由)を指定することで、
デプロイ失敗や環境イベントをアプリケーションチームへ自動通知できます。

E. 不変（Immutable）デプロイ

Immutableデプロイでは、新しいEC2インスタンス群を起動 → テスト完了後に切り替え → 問題があれば自動ロールバックされます。

これにより自動ロールバック機能付きの安全なデプロイが実現できます。

❌ 誤りの選択肢

A: Beanstalk環境内にRDSを含めると、環境削除時にDBも消えるリスク。データ保持要件に違反。

D: Healthイベント監視は一般的なインフラ障害用で、デプロイ失敗通知には不適。

F: ローリングデプロイは段階的展開であり、自動ロールバック機能は限定的。

✅ まとめ

要件	適合手順
データ永続化	B 外部RDS
自動通知	C Beanstalk通知設定
自動ロールバック付きデプロイ	E 不変デプロイメント",,,2025-11-21
